pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
B6donor	-0.0409680432356	0.124652878526	-0.0761480553946	0.0763876836391	-0.0806261160122	0.199060165377	-0.0751516249245	0.137724444118	-0.0583968539123	0.0964447527446	-0.0595280506901	0.136944474914	0.0679338747306	0.0100868814771	-0.132519441929	-0.0772284017841	-0.0482019168613	-0.0770715047965	0.0276208508357	0.0285465013136	0.0498589095707	0.00503443680475	0.04528239366	-0.0594651415184	-0.0650955652044	-0.00241367615402	-0.053292111156	0.0578541167944	0.0809042507896	0.0226831497345	-0.0197122611294	-0.0142273291501	-0.00625722459008	-0.0462174513629	-0.0241240628163	0.0713227417855	0.00312891857205	0.00287327531185	0.0375733375429	-0.0429959575284	0.0191891212943	-4.31420297976e-09
SC7286	-0.00223185197338	0.0881453455959	-0.0683925283963	0.0475720429632	-0.166346441197	0.155386050434	-0.013289421369	0.04194274852	-0.027778766488	-0.0266517364175	0.0925707745353	0.0276921027804	0.0207717432995	0.0346217329364	0.108966256895	0.0875622048871	-0.00730263555355	-0.0591210975849	-0.0525313200891	-0.109277413024	-0.0494147473818	-0.0430828406138	-0.0853274918545	0.0125625027185	-0.0381417519484	-0.0317833470818	0.0162756307152	0.0332871901937	-0.105761636791	0.0794395029142	-0.0825037688514	-0.0628754454176	0.0258243055809	0.107975471956	-0.0307172511672	-0.0777428009935	-0.0315188028237	-0.019430575202	-0.0612706854757	0.052324295832	-0.00392319367399	-4.31420297976e-09
SC7287	-0.102917955413	0.0725402209377	-0.104708493892	0.0764171748742	-0.0319554443849	-0.046788885577	-0.037704097629	0.0428620802007	-0.0856914965412	-0.0087383386512	-0.0800865580342	-0.122013339787	-0.0999377297645	-0.0694750420945	0.00354795049899	0.0344339843731	-0.0530374719325	-0.00322410031942	0.0561007126133	-0.00783580343158	0.0674627494738	-0.0207506938853	-0.048766266962	0.048337005051	-0.026976756302	0.116745349932	0.0945913508548	-0.0899773575212	-0.0432942099414	-0.0453271539233	-0.126982026261	-0.0237134529948	-0.0938033321339	-0.0817785091996	-0.0887514968771	0.0412928425688	0.0429788492733	-0.0620523151075	0.0372320078315	0.0385537818745	-0.00630763522543	-4.31420297976e-09
SC7288	-0.0561499042154	-0.0947664053681	-0.092027687827	0.206646578785	0.0239888369009	0.00493175272797	0.137777879259	0.0207023536094	0.145042776939	-0.00879599073511	-0.0777697213321	0.0473221842613	0.0419145049722	-0.0992696910328	0.0994916508858	-0.0379789340435	0.0655843889768	-0.0129433957006	-0.0848182390067	0.0778997969218	0.097985253612	0.100201808629	0.00564941921214	0.0377717937767	0.020002478166	-0.0245739083431	-0.0963014124321	-0.0216901954079	-0.0828219911465	-0.00347335299145	0.00973686793073	-0.0365588102171	-0.00231073830695	0.0530049458154	-0.000614724549261	0.0616001471149	0.0607893056115	-0.0574243486556	-0.0088376396191	0.00120816623986	-0.0208836645454	-4.31420297976e-09
SC7289	-0.0282364952918	0.0278585606396	-0.129123991671	0.0122659759653	-0.124592880682	-0.0645984963697	0.0331894044002	0.0449200714169	0.0991161175163	-0.00601273602652	-0.031050228142	0.0251646558647	-0.0430350111012	-0.0610601259168	0.0616998078944	0.151467422111	0.130688647368	-0.0706049371807	0.161084404086	0.0203734994467	0.0147254370427	-0.0677758066832	0.00323556195329	-0.0726825491443	0.00584555597736	0.0500184225839	-0.0105339065242	0.0126471478745	0.032995062822	-0.0543868206687	0.0232302808497	0.0370060641621	0.0322923636704	-0.038413202273	0.0822448158014	0.01553142033	-0.107162375086	0.0976028254416	-0.0255558986158	-0.0315559708153	0.0087632384778	-4.31420297976e-09
SC7290	-0.0425922807213	0.0300043669494	-0.140177256496	0.0605139208646	-0.0902717636827	-0.035242593745	-0.0674884492122	-0.0287712658138	0.0431960161433	-0.0424750426118	-0.0279734536497	-0.0246616057447	0.0444183427195	0.0275364545752	-0.0412969896084	-0.0585355766672	-0.139660778165	-0.00779412569327	0.170905636963	7.50838863654e-05	-0.140841303515	0.0856350288689	-0.0183406226528	0.0222945593783	0.0212168631015	-0.0143956972696	-0.0241234750228	-0.0422671898072	-0.0353493064645	-0.0564600506131	0.0643657698768	0.0560345390632	0.048674235664	0.0308275989475	0.0614764671602	-0.0764680627303	0.123808925308	-0.0512963550639	-0.0660661080293	-0.0303121643949	-0.00665615891416	-4.31420297976e-09
SC7291	-0.114704949633	0.0512409541127	-0.0879171969722	0.0197571168534	0.0470307035849	-0.0607944063338	-0.10915420749	-0.0754177134838	-0.038274133596	-0.041327949842	0.0521238894015	-0.0956866197745	0.135597443785	-0.0628278119541	-0.034739678311	0.00164730494787	0.143168068224	0.0187895107692	0.0458691210164	0.0248447030044	-0.0213141977277	0.0171654016149	-0.0357260477134	0.0816568444013	-0.0485751806432	-0.168094081203	0.0505601964246	0.0782418700274	0.0587951317888	0.0541136618703	-0.0172493466297	0.00997316514933	-0.0778705535482	-0.000972877403527	-0.0156445196764	0.0771289703983	-0.0405552697414	-0.0570578554485	-0.0629963110283	-0.0387137853228	0.0366251817134	-4.31420297976e-09
SC7292	-0.0646661577886	-0.0614391610584	-0.0132403918871	0.18246328477	0.05299749213	0.110888484288	0.118598972459	-0.143579583725	-0.0734558598909	-0.0301068633242	-0.0149684240387	-0.0347973786634	-0.0219003939387	0.158991107304	-0.00541686838005	-0.107384004915	0.142392913826	-0.0234088697262	0.0136533127743	-0.0126628817503	-0.0880671355517	-0.0134396102571	0.02120572129	-0.0623236527953	0.0417155038462	0.0461830227624	-0.0108574322547	-0.0105326613606	-0.0472507731943	0.0261184329103	-0.0209552989368	0.039845929933	-0.0376803231377	-0.124393884395	-0.0180951618743	-0.0599159629233	-0.0259602567477	0.024985471498	-0.0104459620812	-0.0137407509755	0.0266961263974	-4.31420297976e-09
SC7293	-0.0149729196175	0.0777589753199	-0.126482364503	0.0846589995569	-0.0441751111826	-0.0243414527528	-0.0868199992587	0.156848551743	-0.0491811588079	-0.140894729012	-0.0203795697987	-0.0641876910335	-0.0722919954594	-0.00463719176064	-0.00013020864165	0.0261270827257	0.0419269765641	0.0928026322371	-0.143325127982	-0.0506613714987	-0.0104301978264	0.0641319576845	0.0460508014853	-0.0734867871554	0.0571787474294	-0.0615082331488	0.0298891086647	-0.0230730609334	0.0723235812357	0.0345690007624	0.132248994992	0.0033428911646	0.0354307564443	-0.0456973235969	0.0275406312816	-0.0606517398084	-0.0133824099272	-0.0167181738134	0.0857958299899	0.0406704820618	-0.0069072435799	-4.31420297976e-09
SC7294	-0.135036619968	0.0774594940078	-0.102984830116	0.0431294502349	0.0700403662755	-0.0243529182759	-0.0868975714464	-0.0411479116556	-0.132716542949	0.0569040296647	-0.0134676414743	-0.0583026218264	-0.00907929411782	0.07593918648	0.00931031105979	-0.00854367173264	0.0371258076891	0.0712614223841	-0.0309754729711	0.125402934837	0.0646845610697	-0.164984823712	0.0428442634899	0.0451401767312	-0.00844388546667	0.0619267467245	-0.0639857510148	-0.00802293581361	0.0149281225492	0.00704379525739	0.00661827602923	-0.0115959924654	0.119504718013	0.115494237651	0.0537887714787	-0.00126945173974	0.0419674380168	0.0348484652539	-0.0428125468641	0.00985830760968	-0.0951955719713	-4.31420297976e-09
