	B6donor	SC7286	SC7287	SC7288	SC7289	SC7290	SC7291	SC7292	SC7293	SC7294	SC7295	SC7296	SC7297	SC7298	SC7299	SC7476	SC7477	SC7478	SC7479	SC7480	SC7481	SC7482	SC7483	SC7484	SC7485	SC7486	SC7487	SC7488	SC7489	SC7490	SC7491	SC7492	SC7493	SC7494	SC7495	SC7496	SC7497	SC7498	SC7499	SC7576	SC7577	SC7578
SC7491	0.618181487774	0.59594849335	0.600750151244	0.657100667418	0.6169361486	0.600029581109	0.597505278767	0.639867442125	0.624920368575	0.590399063141	0.697617862328	0.6491234617	0.65392529107	0.655250208447	0.67281427378	0.656472564655	0.657186324441	0.69444968796	0.581357733544	0.627819108744	0.608912712546	0.647199438069	0.658140310679	0.651093280482	0.656689263879	0.622636918485	0.647219639175	0.646028503857	0.643642477234	0.628465230896	0.0	0.604900602208	0.606180126143	0.612469298863	0.625581677246	0.608902019625	0.624212192119	0.582151236555	0.668752663595	0.663105793729	0.67651077434	0.651612806237
SC7492	0.660896600007	0.65980509957	0.620694450834	0.680397002416	0.63075378048	0.63239559177	0.618469500591	0.673151984201	0.653043604608	0.611937006265	0.728608750411	0.693295893457	0.695161351489	0.696279953619	0.709670808747	0.673963785839	0.709353588051	0.714097065966	0.623087549712	0.628590686401	0.601347038242	0.672555186732	0.681614856565	0.695831841966	0.704234249007	0.649845926724	0.674953552533	0.676027760379	0.69206745296	0.676380363321	0.604900602208	0.0	0.615730029245	0.649665451757	0.698031454621	0.665265348334	0.678261356844	0.647298255946	0.705553741947	0.708195678359	0.724278019885	0.696766140774
SC7493	0.646648731689	0.644067720345	0.625532225699	0.682562379758	0.640789914434	0.651831336037	0.622040822952	0.663787635875	0.650554337769	0.614546212393	0.748724016441	0.713110474244	0.708641080308	0.699741217915	0.728763752163	0.709967100123	0.711828946871	0.725796498852	0.610178169593	0.594033619949	0.601235417739	0.644886220438	0.668683652733	0.687461254111	0.686441582341	0.652662210028	0.683436059427	0.678969965656	0.689327286631	0.66676000532	0.606180126143	0.615730029245	0.0	0.612083506699	0.656276028501	0.629528895233	0.637785985972	0.618528425476	0.704726018316	0.695097639578	0.728791930679	0.688680658984
SC7494	0.639101939418	0.631861087355	0.629582019859	0.675737734846	0.651183415523	0.63788012223	0.622924651701	0.65102883047	0.639789474334	0.633362838421	0.723036703632	0.679783620335	0.680793023075	0.66106651672	0.703484631873	0.696217474807	0.696383305099	0.723855577726	0.610029605491	0.644115046981	0.610226966228	0.649988816065	0.679391198413	0.697900192374	0.691426474554	0.654481611858	0.696992365734	0.684695512482	0.657242059272	0.656760617621	0.612469298863	0.649665451757	0.612083506699	0.0	0.596505849284	0.588135461327	0.579356729176	0.600609106207	0.677425654875	0.662415747747	0.697411349294	0.675772078243
SC7495	0.660997725669	0.642563215484	0.63803443047	0.67220191482	0.651079719479	0.651816707182	0.648304590321	0.652774690081	0.656188195073	0.649095161303	0.688769840608	0.653328587445	0.652264368264	0.63436823389	0.664709136191	0.654330042376	0.64293408029	0.682178618968	0.637953308053	0.679196218285	0.658828051481	0.649325284442	0.680361989194	0.686737223163	0.68831379754	0.664995162197	0.703936114962	0.671336037886	0.636935267156	0.634746014933	0.625581677246	0.698031454621	0.656276028501	0.596505849284	0.0	0.583076870388	0.572112463873	0.596119247041	0.644801390711	0.620161595705	0.664750994113	0.642430463214
SC7496	0.636660895268	0.628664489697	0.620061168235	0.651080982496	0.628190585817	0.63078459203	0.629693582496	0.646159942004	0.635442109473	0.625626865826	0.701405627837	0.653353512552	0.657486417296	0.638511767524	0.668597167412	0.653157499353	0.650295278488	0.682240210187	0.6066337055	0.640459269182	0.621401643358	0.646568611264	0.677359720526	0.685636819233	0.686256294318	0.658895980161	0.700110855019	0.662675876462	0.637975036099	0.640193834174	0.608902019625	0.665265348334	0.629528895233	0.588135461327	0.583076870388	0.0	0.571246699894	0.572742527201	0.648836608541	0.632196096021	0.677407792004	0.642690803891
SC7497	0.662426742112	0.650538961655	0.637342817322	0.675753997985	0.653819710783	0.657905654954	0.634167586993	0.654324451787	0.657175704042	0.643158385534	0.714806069646	0.679866125511	0.675430918703	0.651597759679	0.686695373919	0.682326867659	0.680824097804	0.713077306502	0.623268635321	0.659813149837	0.641869446464	0.633143020496	0.680463047483	0.69291485119	0.68711478643	0.661760380346	0.71062385345	0.682440956232	0.646421110341	0.641342348836	0.624212192119	0.678261356844	0.637785985972	0.579356729176	0.572112463873	0.571246699894	0.0	0.585199397963	0.671145207749	0.641476443378	0.695094258408	0.657803212396
SC7498	0.635926989738	0.607420031313	0.60722998401	0.652453887226	0.615357038965	0.612958082409	0.621177543485	0.641848240616	0.625437403135	0.62542068897	0.699655422151	0.651124219438	0.648367663666	0.642779123911	0.666391153301	0.64885387498	0.643801609833	0.682467420799	0.598068688684	0.655179359567	0.625236625729	0.645138818185	0.654448228795	0.65350633941	0.644300194824	0.625507060204	0.6675611658	0.653231723906	0.646769507578	0.621986858112	0.582151236555	0.647298255946	0.618528425476	0.600609106207	0.596119247041	0.572742527201	0.585199397963	0.0	0.651753175761	0.64275310148	0.67322078225	0.659160197962
SC7499	0.662415260248	0.639498544935	0.66378921024	0.666337311614	0.647299972362	0.646857774369	0.66707912431	0.659400777471	0.646887813389	0.680113206474	0.595021467564	0.578694908559	0.569438720873	0.564496049056	0.594513125777	0.611024159523	0.588581383863	0.597388846946	0.642002855596	0.693240408115	0.701241268295	0.692390626552	0.701751499779	0.688843743318	0.701187446487	0.668767767791	0.69380096977	0.638008188844	0.637028925175	0.657067041129	0.668752663595	0.705553741947	0.704726018316	0.677425654875	0.644801390711	0.648836608541	0.671145207749	0.651753175761	0.0	0.556343489416	0.567618758887	0.610228523269
SC7576	0.663364576158	0.637620031764	0.652525493717	0.66510578566	0.647717406907	0.64734318285	0.66729082306	0.650155340901	0.62967750979	0.671684510503	0.611018711242	0.599847022623	0.577967425042	0.573572696639	0.59490381479	0.616426004588	0.59252905494	0.609399722404	0.642607642968	0.695027461915	0.695589112215	0.685055627236	0.697447400773	0.68614537446	0.697139892883	0.675199929519	0.692789435396	0.641125847186	0.623037638116	0.638368642718	0.663105793729	0.708195678359	0.695097639578	0.662415747747	0.620161595705	0.632196096021	0.641476443378	0.64275310148	0.556343489416	0.0	0.583823524795	0.604179318551
SC7577	0.671961014925	0.636529199534	0.68407720073	0.690528374232	0.6610515363	0.668062327604	0.693071315316	0.67306498611	0.654455939233	0.692781420243	0.590627109927	0.583209829756	0.566687651364	0.580500504068	0.604721567608	0.620030724598	0.591481858168	0.613860332461	0.666452012403	0.728962701944	0.728234932669	0.712186438504	0.719221024739	0.700617143786	0.711850456213	0.689199538502	0.706223533181	0.656441078929	0.643593513107	0.672562234606	0.67651077434	0.724278019885	0.728791930679	0.697411349294	0.664750994113	0.677407792004	0.695094258408	0.67322078225	0.567618758887	0.583823524795	0.0	0.620778384288
SC7578	0.66423644863	0.667898764242	0.661840838033	0.673920863636	0.651987557541	0.654463454219	0.655981991617	0.681115140489	0.649633860946	0.663034751961	0.639846956448	0.624120068988	0.615674833948	0.605467844309	0.636452508964	0.631337383834	0.635217681039	0.6239450581	0.65300212873	0.685405837945	0.695968936076	0.66796539074	0.689216190755	0.681166098567	0.683008066746	0.650242663859	0.67697431795	0.647350539953	0.63218646268	0.648517793418	0.651612806237	0.696766140774	0.688680658984	0.675772078243	0.642430463214	0.642690803891	0.657803212396	0.659160197962	0.610228523269	0.604179318551	0.620778384288	0.0
