	SC7493	SC7090	SC7285	SC7278	SC7494	SC7483	SC7288	SC7492	SC7482	SC7276	SC7291	SC7489	SC7289	SC7480	SC7290	SC7485	SC7277	SC7283	SC7294	SC7481	SC7281	SC7280	SC7293	SC7282	SC7477	SC7295	SC7484	B6donor	SC7279	SC1995	SC7496	SC1900	SC7292	SC7478	SC1993	SC7299	SC7576	SC7499	SC7287	SC7495	SC7296	SC7297	SC7498	SC7578	SC7490	SC7298	SC7491	SC7479	SC7488	SC7286	SC7497	SC7577	SC7476	SC7486	SC7487
SC7478	0.521015749102	0.121481938945	0.341726572804	0.682428361599	0.394362005128	0.58279050019	0.119499911611	0.23348020085	0.601414294236	0.0675234605153	0.435500230622	0.105481247492	0.333598664357	0.152174767794	0.368420521859	0.33207200773	0.357447051693	0.435945030671	0.555993970716	0.320994788003	0.352955295334	0.365747839286	0.414380315186	0.370994462877	0.132742575584	0.592614992012	0.487417297087	0.335496734419	0.305991164401	0.250103738986	0.456025141827	0.124210997906	0.266686965469	0.0	0.0762063868974	0.218947860785	0.432888491286	0.3673995653	0.118614013462	0.311046724286	0.417612088153	0.250532377375	0.361870703672	0.442898753387	0.143766064099	0.147148435804	0.0843615861628	0.0620620897181	0.193052806132	0.144720006569	0.432697904609	0.302231623633	0.124014005208	0.0956508598134	0.277640616597
SC1993	0.501732466896	0.114449926217	0.323371957603	0.655824819581	0.394894098352	0.59550798455	0.125756804142	0.236839280059	0.622373215296	0.0826766219535	0.440558346394	0.0911042904803	0.348352058399	0.153530419472	0.379587098244	0.320732265402	0.340911785338	0.39410055025	0.571172411683	0.307366210005	0.339557336159	0.342639613861	0.427097953257	0.358496384408	0.121540458326	0.605471174679	0.505033365526	0.290623063171	0.290037936732	0.227878385118	0.455546463804	0.100172303628	0.276048588708	0.0762063868974	0.0	0.199053553102	0.434567196775	0.375621936227	0.123443781294	0.331608679237	0.430934409804	0.233237297481	0.361530924406	0.422133359365	0.132022482638	0.129244786308	0.0908384951706	0.109575353176	0.183514255473	0.169178082487	0.424840190399	0.31418475855	0.108924359672	0.138554594134	0.27496580912
SC7299	0.343182009734	0.236705062847	0.161965017086	0.501177408088	0.219762098388	0.405071578893	0.245728000665	0.285167472269	0.465271405261	0.209349293489	0.295758873159	0.221091628162	0.19581307285	0.125154044904	0.230346511936	0.267106817077	0.183725513922	0.263402911676	0.416718690763	0.148943892966	0.197167763004	0.18997890875	0.272408003885	0.201436212987	0.126039321489	0.449508201176	0.348833072188	0.195672119824	0.120184245886	0.148528858092	0.298705577449	0.231752753115	0.154184203114	0.218947860785	0.199053553102	0.0	0.254332954755	0.187615080828	0.222294638225	0.169035635992	0.277833247821	0.0705740936834	0.193479522193	0.28013516706	0.272645534915	0.112997254914	0.234739875891	0.232550841371	0.217579968794	0.321878794163	0.243702999575	0.241545545468	0.119656019655	0.297893389914	0.181047801829
SC7576	0.168441618489	0.479109768519	0.168610280051	0.327651761792	0.101213984962	0.200189386836	0.427123094876	0.486788265372	0.255030963591	0.411324186377	0.0841825800236	0.43071970842	0.154308691768	0.350110668681	0.164226707396	0.328480000104	0.215521871746	0.157534470403	0.254688197548	0.22435820331	0.223078541515	0.213289934252	0.133878790013	0.235469450888	0.345523687021	0.212602695038	0.178175183288	0.31660772613	0.174959939779	0.303660604946	0.101143214178	0.461767886545	0.269247179362	0.432888491286	0.434567196775	0.254332954755	0.0	0.155021587387	0.393337728983	0.176732117341	0.0934411172998	0.249715092281	0.0997038636132	0.247477193656	0.499602148558	0.352461696305	0.461370556563	0.421026135498	0.391464563771	0.550257560299	0.0939280558826	0.257790612051	0.345866017747	0.47671835672	0.300082170889
SC7499	0.269755533676	0.350125162327	0.12473017266	0.36691062071	0.121800743313	0.299959205955	0.385271673849	0.437121331555	0.350919047648	0.352214374467	0.192013071214	0.376129358232	0.163529411489	0.236651978413	0.15908886938	0.288642504492	0.152106228897	0.1887060593	0.317815094313	0.153520959672	0.168252591061	0.184621350295	0.171080914443	0.192951867107	0.265618722038	0.35413498824	0.249688382592	0.253460578573	0.16196124577	0.245907500191	0.209936712068	0.407710667814	0.248544698841	0.3673995653	0.375621936227	0.187615080828	0.155021587387	0.0	0.369302304507	0.102565288115	0.179873794193	0.156118791361	0.126028554749	0.215771551608	0.446071967819	0.263507600583	0.406322690728	0.381821747024	0.367886741625	0.498522408592	0.170971401969	0.254061600365	0.287169835699	0.439925538831	0.262463817219
SC7287	0.515788111516	0.158257768753	0.308812303169	0.682648351938	0.354577304484	0.555498473639	0.0742104514526	0.184164626845	0.586887936812	0.0821995664654	0.393134282378	0.0862146951132	0.292976587207	0.155976875505	0.335751686234	0.237298881206	0.346327035182	0.424969082087	0.506190935636	0.325748445658	0.343874101599	0.343455692764	0.378174626942	0.361804607255	0.131937856913	0.54380879757	0.439279369405	0.277014332452	0.306398994262	0.206288450417	0.448306178805	0.110628689342	0.204408540231	0.118614013462	0.123443781294	0.222294638225	0.393337728983	0.369302304507	0.0	0.303476784917	0.368359842672	0.248921992011	0.319548880353	0.426733639611	0.135703510035	0.146089527062	0.0973358673152	0.141474045687	0.103073771111	0.186822304563	0.425060281542	0.252977623061	0.115452964141	0.129312342917	0.192229745841
SC7495	0.262621595672	0.325733824473	0.139717740205	0.402373098764	0.139817561765	0.318053700363	0.31785864434	0.403797954043	0.33713682711	0.294456399265	0.171833691154	0.323691616277	0.0811078208337	0.216732852232	0.123214846372	0.277762839451	0.102111827666	0.199597199471	0.296133801883	0.113668419946	0.146271609716	0.114696333956	0.149634882692	0.124295231568	0.252366579461	0.331695443479	0.223977766871	0.215435885961	0.127875721169	0.190435092431	0.199089621756	0.354013233291	0.185428930329	0.311046724286	0.331608679237	0.169035635992	0.176732117341	0.102565288115	0.303476784917	0.0	0.157488745685	0.123237352363	0.138125800792	0.203539662148	0.390841221491	0.248660616201	0.352649801037	0.344429405968	0.313809524605	0.446794080441	0.216810360875	0.169505243871	0.267525201309	0.37025685836	0.247389398396
SC7296	0.197260106031	0.438854766017	0.185922889222	0.359363301154	0.0986870324823	0.23282591288	0.405003513261	0.501845739161	0.258483740262	0.382915849409	0.087822033099	0.406127337411	0.105071636554	0.352844349268	0.110580160875	0.334901808801	0.17322624887	0.149477943972	0.202312194125	0.223189541078	0.183902086673	0.1663600829	0.0676759761107	0.173069255478	0.370745867261	0.207761621015	0.133843959303	0.309271618712	0.174500020299	0.268892401828	0.126992135179	0.433892331012	0.216227468955	0.417612088153	0.430934409804	0.277833247821	0.0934411172998	0.179873794193	0.368359842672	0.157488745685	0.0	0.256079250898	0.0963148293926	0.215688551598	0.476769496322	0.375647371077	0.429815624268	0.43463493413	0.370222900916	0.520209138792	0.156522496339	0.199494498061	0.370074142396	0.461762475301	0.303389546513
SC7297	0.332317064688	0.23900758423	0.162650286679	0.449779076844	0.215079738799	0.401751770038	0.26873715958	0.330402679202	0.430377092368	0.237659661298	0.271129691173	0.244814509724	0.17659133485	0.119627606352	0.199137402082	0.277571981588	0.131093661075	0.229092547003	0.395630744422	0.127260940364	0.17436980744	0.166862889423	0.249215041721	0.170888448594	0.148982340897	0.429622922561	0.331490999545	0.176607109202	0.112997237852	0.129970559696	0.282008091577	0.264790716056	0.134542332946	0.250532377375	0.233237297481	0.0705740936834	0.249715092281	0.156118791361	0.248921992011	0.123237352363	0.256079250898	0.0	0.17972585063	0.258906493148	0.307001389815	0.143714989465	0.266479333276	0.276766838907	0.251984968905	0.357982561807	0.241664952998	0.213499396081	0.174050160604	0.323494508063	0.190138026289
SC7498	0.245961767846	0.404440739755	0.110139754359	0.402883406791	0.0737969787006	0.264547112492	0.359507349677	0.418068078841	0.333322066237	0.338995208664	0.142643325823	0.362457138933	0.117811844951	0.279543213758	0.122947191201	0.253447774431	0.172678867954	0.16997411717	0.268441882511	0.192868269813	0.151004199818	0.177577794531	0.123859389703	0.196281831538	0.287272395556	0.284134581583	0.192137501755	0.246040873391	0.123321567014	0.232541021304	0.181043982553	0.391051136153	0.195194874144	0.361870703672	0.361530924406	0.193479522193	0.0997038636132	0.126028554749	0.319548880353	0.138125800792	0.0963148293926	0.17972585063	0.0	0.232256575084	0.430974007754	0.29366753055	0.391359269171	0.351610511633	0.304099743141	0.481923696995	0.132094871916	0.201923748964	0.285233444374	0.408929147658	0.224677753337
SC7578	0.259526946854	0.431069570122	0.258862519347	0.27692793285	0.206117834391	0.269782620498	0.445660791564	0.528496386753	0.315643835289	0.40903724763	0.21988436356	0.414938267951	0.21980864228	0.360103570779	0.216386520855	0.406996930678	0.205583959424	0.241007688554	0.229981363864	0.213641727822	0.239941080148	0.175946789327	0.181030064393	0.172123120259	0.369796516527	0.360925508083	0.160691671996	0.30152431317	0.239938235004	0.293252374339	0.234334200841	0.416922618207	0.29715584322	0.442898753387	0.422133359365	0.28013516706	0.247477193656	0.215771551608	0.426733639611	0.203539662148	0.215688551598	0.258906493148	0.232256575084	0.0	0.479889911489	0.370941343027	0.438788294619	0.478811620113	0.446169156657	0.527306053731	0.265796016607	0.232684749446	0.377093037152	0.503095862077	0.378172763417
SC7490	0.564577718923	0.172349820405	0.403378495625	0.736851777345	0.46190142356	0.660370051052	0.0912189358706	0.141535225212	0.672645088771	0.127243793552	0.492802326742	0.0824861165035	0.384844997648	0.217592447193	0.417053726691	0.30084743613	0.400758832626	0.480591377088	0.612271546956	0.379315829387	0.408065291763	0.394259189038	0.472430187629	0.416412882456	0.191032203497	0.655710300535	0.542265484481	0.310484414299	0.356541458506	0.277160779518	0.50593428317	0.0821392860226	0.307735650948	0.143766064099	0.132022482638	0.272645534915	0.499602148558	0.446071967819	0.135703510035	0.390841221491	0.476769496322	0.307001389815	0.430974007754	0.479889911489	0.0	0.207604534887	0.0923511302914	0.161706054962	0.199942945957	0.0794879410657	0.484347229422	0.350367044011	0.182386772989	0.115439184882	0.276729673431
SC7298	0.446759086623	0.141171158124	0.257578765927	0.584292666745	0.322839821457	0.502760531206	0.181076040841	0.225747810731	0.551211625517	0.135551430613	0.393148816911	0.155929487497	0.294025735065	0.0621071747983	0.324952574965	0.259632158187	0.264058470002	0.353026389016	0.514286316684	0.208938179463	0.293849283074	0.288582856216	0.370467954229	0.29216699467	0.0401213849537	0.547877442755	0.448261267506	0.235626865366	0.223332349121	0.19234475061	0.399596574186	0.169374491086	0.226112260051	0.147148435804	0.129244786308	0.112997254914	0.352461696305	0.263507600583	0.146089527062	0.248660616201	0.375647371077	0.143714989465	0.29366753055	0.370941343027	0.207604534887	0.0	0.161086823267	0.168224508821	0.1801170215	0.253992238334	0.347160874114	0.264065780693	0.0610883697962	0.236652088771	0.202367123008
SC7491	0.521340394845	0.142888076705	0.363674568821	0.696492644009	0.424508460565	0.61941011894	0.103143404125	0.224314928141	0.627384870173	0.0975244062189	0.452758149695	0.0598358404796	0.339607745221	0.180697725081	0.371124682781	0.311707871799	0.351897651526	0.440025208728	0.566470995018	0.337597711867	0.367835901218	0.352394036659	0.424920706864	0.367354398096	0.151232000229	0.608315834381	0.496644097555	0.29693991157	0.319865588508	0.237773986692	0.463391096377	0.0733961773324	0.260850724526	0.0843615861628	0.0908384951706	0.234739875891	0.461370556563	0.406322690728	0.0973358673152	0.352649801037	0.429815624268	0.266479333276	0.391359269171	0.438788294619	0.0923511302914	0.161086823267	0.0	0.123737003693	0.170852879299	0.106266801172	0.445019974077	0.310221869962	0.140758072776	0.0947328792639	0.256279961448
SC7479	0.552976348311	0.167097414639	0.344015495276	0.71594294688	0.380992171359	0.578213478944	0.140128136599	0.201905487412	0.642256434382	0.109023379177	0.455547234587	0.140002976602	0.349031536371	0.178926095463	0.39807731895	0.324079260936	0.403125337557	0.480855367899	0.572979755338	0.338427043596	0.395984374572	0.401846588909	0.4331737262	0.418918345561	0.150355139858	0.608492971891	0.503386430581	0.36560980375	0.335006102772	0.286126827129	0.490954002912	0.161401272704	0.283513230484	0.0620620897181	0.109575353176	0.232550841371	0.421026135498	0.381821747024	0.141474045687	0.344429405968	0.43463493413	0.276766838907	0.351610511633	0.478811620113	0.161706054962	0.168224508821	0.123737003693	0.0	0.199666458274	0.14826890864	0.439929986987	0.318188399012	0.134855845992	0.0798779242591	0.269736458819
SC7488	0.521546519379	0.24704065463	0.290371250119	0.688222643116	0.314682894541	0.552891962256	0.133141914738	0.181549858054	0.612509090818	0.167574686976	0.412427891485	0.149552212402	0.308490288382	0.173200535717	0.356203051919	0.159436045527	0.372571089541	0.421460141935	0.485383859806	0.326464180426	0.339409936392	0.367181484463	0.398289550661	0.387186614246	0.17923188051	0.563629530922	0.436813176585	0.267862701221	0.307475428232	0.207199325202	0.453203726378	0.187696758851	0.218033250747	0.193052806132	0.183514255473	0.217579968794	0.391464563771	0.367886741625	0.103073771111	0.313809524605	0.370222900916	0.251984968905	0.304099743141	0.446169156657	0.199942945957	0.1801170215	0.170852879299	0.199666458274	0.0	0.262113972955	0.41472301611	0.24146966326	0.174195475844	0.173737461111	0.124110117583
SC7286	0.616139071741	0.21030977754	0.460494343569	0.782669236103	0.514039017079	0.716172300141	0.152196602892	0.169618603758	0.718007601492	0.17386779447	0.550298309505	0.151768369445	0.43255720745	0.270129980437	0.463222069404	0.356550507706	0.44015097829	0.534215015868	0.657814561919	0.42390133125	0.465566820551	0.443416052564	0.515939476995	0.454454022874	0.241663926759	0.699751839231	0.59014560299	0.364155233605	0.402926857247	0.335722468551	0.560177058182	0.125195602209	0.356022741848	0.144720006569	0.169178082487	0.321878794163	0.550257560299	0.498522408592	0.186822304563	0.446794080441	0.520209138792	0.357982561807	0.481923696995	0.527306053731	0.0794879410657	0.253992238334	0.106266801172	0.14826890864	0.262113972955	0.0	0.536135478529	0.396009512596	0.233507258441	0.116044373187	0.344690045012
SC7497	0.148048551148	0.467826820638	0.180434772048	0.356250081292	0.14841798839	0.268407656962	0.435302885648	0.486010674576	0.258440332289	0.415250337947	0.149377742851	0.416967117663	0.20157843453	0.338122101385	0.198723597816	0.359030663151	0.232476764166	0.141593614156	0.333099412863	0.246016448108	0.210466356065	0.23563873873	0.174246222484	0.252716168922	0.344306295737	0.240006725844	0.25496247788	0.30951450211	0.171857784759	0.298253588115	0.0789677918465	0.447788921478	0.299966912488	0.432697904609	0.424840190399	0.243702999575	0.0939280558826	0.170971401969	0.425060281542	0.216810360875	0.156522496339	0.241664952998	0.132094871916	0.265796016607	0.484347229422	0.347160874114	0.445019974077	0.439929986987	0.41472301611	0.536135478529	0.0	0.318824506116	0.337445432048	0.487531660441	0.328892364683
SC7577	0.347034440126	0.339191256695	0.259605875776	0.495253398556	0.18967354172	0.374067886522	0.285914444973	0.376056552501	0.39791428445	0.281631458197	0.250043899167	0.292901064028	0.146806857636	0.237799798919	0.198257507875	0.231705222414	0.21114830004	0.325671375756	0.287441007646	0.192912737661	0.2611552235	0.185908308537	0.201075807817	0.182835486212	0.257916006282	0.364951672202	0.224407428854	0.269001624071	0.200108762774	0.195207742164	0.29783289306	0.319321589683	0.165959029106	0.302231623633	0.31418475855	0.241545545468	0.257790612051	0.254061600365	0.252977623061	0.169505243871	0.199494498061	0.213499396081	0.201923748964	0.232684749446	0.350367044011	0.264065780693	0.310221869962	0.318188399012	0.24146966326	0.396009512596	0.318824506116	0.0	0.254743024855	0.339370386442	0.184004063048
SC7476	0.449624855509	0.153955289259	0.257990367238	0.612294272375	0.312686184087	0.504733127093	0.145997132864	0.216576083403	0.564977501523	0.116435421362	0.390997773281	0.126436246513	0.284790532696	0.0880786342281	0.322005416686	0.255913435428	0.299504786436	0.378426976518	0.508742867069	0.235827209226	0.297384176595	0.296827951141	0.367774973041	0.315642793846	0.0690651769868	0.544208653987	0.438604736811	0.254082527368	0.232755452342	0.191779947812	0.389596943396	0.148956625945	0.219746877138	0.124014005208	0.108924359672	0.119656019655	0.345866017747	0.287169835699	0.115452964141	0.267525201309	0.370074142396	0.174050160604	0.285233444374	0.377093037152	0.182386772989	0.0610883697962	0.140758072776	0.134855845992	0.174195475844	0.233507258441	0.337445432048	0.254743024855	0.0	0.197781739974	0.187824483389
SC7486	0.582301871439	0.209313170478	0.379082713461	0.757334235171	0.438243036695	0.638302809789	0.0888775780142	0.185012004535	0.668581875108	0.12932172471	0.471830126376	0.0994771488294	0.369643385961	0.232628769393	0.412455819524	0.318943764749	0.427744076991	0.491735010455	0.599592778163	0.396077560505	0.409572228921	0.421958039415	0.458313393377	0.441557593566	0.205068001982	0.642549511708	0.528099614631	0.363873088645	0.37220708557	0.275242226898	0.509637991731	0.143989862228	0.306103213726	0.0956508598134	0.138554594134	0.297893389914	0.47671835672	0.439925538831	0.129312342917	0.37025685836	0.461762475301	0.323494508063	0.408929147658	0.503095862077	0.115439184882	0.236652088771	0.0947328792639	0.0798779242591	0.173737461111	0.116044373187	0.487531660441	0.339370386442	0.197781739974	0.0	0.258413527703
SC7487	0.455539137244	0.334752727891	0.207409387046	0.621499795861	0.233766257521	0.46271850088	0.223305851339	0.248017640244	0.547034467321	0.25163835623	0.347346751809	0.232907423534	0.243679916221	0.211232365297	0.289647830974	0.108424737888	0.30431042769	0.371740017589	0.430419349252	0.24305101582	0.291385870449	0.299499796561	0.332668179378	0.320092216623	0.219302729362	0.495965205968	0.371040955827	0.201253133165	0.237734322865	0.171380832888	0.38704510118	0.268657990998	0.159383166065	0.277640616597	0.27496580912	0.181047801829	0.300082170889	0.262463817219	0.192229745841	0.247389398396	0.303389546513	0.190138026289	0.224677753337	0.378172763417	0.276729673431	0.202367123008	0.256279961448	0.269736458819	0.124110117583	0.344690045012	0.328892364683	0.184004063048	0.187824483389	0.258413527703	0.0
