	SC7493	SC7090	SC7285	SC7278	SC7494	SC7483	SC7288	SC7492	SC7482	SC7276	SC7291	SC7489	SC7289	SC7480	SC7290	SC7485	SC7277	SC7283	SC7294	SC7481	SC7281	SC7280	SC7293	SC7282	SC7477	SC7295	SC7484	B6donor	SC7279	SC1995	SC7496	SC1900	SC7292	SC7478	SC1993	SC7299	SC7576	SC7499	SC7287	SC7495	SC7296	SC7297	SC7498	SC7578	SC7490	SC7298	SC7491	SC7479	SC7488	SC7286	SC7497	SC7577	SC7476	SC7486	SC7487
SC7281	0.277823804151	0.364649509711	0.112008410091	0.429130812849	0.1871346108	0.345774653054	0.349524853119	0.448041716637	0.375279459825	0.328304847272	0.191804900724	0.329740114025	0.141149911584	0.264817783299	0.122404808482	0.307385991639	0.155761203805	0.141948646993	0.312588545941	0.180250707527	0.0	0.142769563408	0.165221039223	0.163126261026	0.291289198924	0.36377132119	0.2621361433	0.210002034704	0.155649464968	0.178006181244	0.218314344948	0.371876156237	0.198557134405	0.352955295334	0.339557336159	0.197167763004	0.223078541515	0.168252591061	0.343874101599	0.146271609716	0.183902086673	0.17436980744	0.151004199818	0.239941080148	0.408065291763	0.293849283074	0.367835901218	0.395984374572	0.339409936392	0.465566820551	0.210466356065	0.2611552235	0.297384176595	0.409572228921	0.291385870449
SC7280	0.242538262412	0.337591207644	0.182969750843	0.387406102964	0.177912042998	0.330922625147	0.359971730886	0.448127937152	0.361485541177	0.328176849132	0.181159999304	0.329791592612	0.100391292854	0.282677619673	0.11300979147	0.3274286781	0.0920095905367	0.191567432356	0.281262152448	0.11083848361	0.142769563408	0.0	0.137734326868	0.0713706627724	0.289164672504	0.341357926413	0.234980356741	0.184683523671	0.1329845119	0.182659509739	0.189354857199	0.34166561487	0.191800798859	0.365747839286	0.342639613861	0.18997890875	0.213289934252	0.184621350295	0.343455692764	0.114696333956	0.1663600829	0.166862889423	0.177577794531	0.175946789327	0.394259189038	0.288582856216	0.352394036659	0.401846588909	0.367181484463	0.443416052564	0.23563873873	0.185908308537	0.296827951141	0.421958039415	0.299499796561
SC7293	0.198870526457	0.425173975557	0.171106179725	0.35534270976	0.116666346466	0.227332913895	0.401349065088	0.498296490153	0.264217151323	0.373736056478	0.0828245337662	0.401633422143	0.0922526771539	0.344168180203	0.0885110227204	0.363580755373	0.161031202254	0.159154751131	0.204421120108	0.211587544507	0.165221039223	0.137734326868	0.0	0.136398779285	0.366976980858	0.232598369192	0.139688018047	0.296777437183	0.179533961698	0.256359878224	0.142932465066	0.430823129126	0.209145379582	0.414380315186	0.427097953257	0.272408003885	0.133878790013	0.171080914443	0.378174626942	0.149634882692	0.0676759761107	0.249215041721	0.123859389703	0.181030064393	0.472430187629	0.370467954229	0.424920706864	0.4331737262	0.398289550661	0.515939476995	0.174246222484	0.201075807817	0.367774973041	0.458313393377	0.332668179378
SC7282	0.234348622877	0.33438519836	0.192086572942	0.365100016867	0.200380161061	0.323525563633	0.379556930028	0.471903096446	0.327226616136	0.341789586629	0.196305876998	0.354978522986	0.106703592904	0.281200180743	0.135113621348	0.351820023809	0.0618117410097	0.194848963914	0.274773093668	0.112950324356	0.163126261026	0.0713706627724	0.136398779285	0.0	0.29354803137	0.3239371248	0.217209969439	0.225185653981	0.128337027237	0.208351402149	0.204858490481	0.346967182997	0.211656934969	0.370994462877	0.358496384408	0.201436212987	0.235469450888	0.192951867107	0.361804607255	0.124295231568	0.173069255478	0.170888448594	0.196281831538	0.172123120259	0.416412882456	0.29216699467	0.367354398096	0.418918345561	0.387186614246	0.454454022874	0.252716168922	0.182835486212	0.315642793846	0.441557593566	0.320092216623
SC7477	0.446775533732	0.144429537574	0.259702481061	0.587937241806	0.316730550822	0.498944595297	0.151281274254	0.222080320259	0.544539100289	0.122290050016	0.389765185341	0.128314263584	0.292284991846	0.0695768455003	0.321572454749	0.271693798527	0.270645802567	0.354821305832	0.509478083614	0.208954590504	0.291289198924	0.289164672504	0.366976980858	0.29354803137	0.0	0.545513422874	0.443650758857	0.2592744633	0.223522127564	0.192079016216	0.394811039343	0.153010245201	0.234239704217	0.132742575584	0.121540458326	0.126039321489	0.345523687021	0.265618722038	0.131937856913	0.252366579461	0.370745867261	0.148982340897	0.287272395556	0.369796516527	0.191032203497	0.0401213849537	0.151232000229	0.150355139858	0.17923188051	0.241663926759	0.344306295737	0.257916006282	0.0690651769868	0.205068001982	0.219302729362
SC7295	0.128992397636	0.610102144171	0.357327387515	0.296125226196	0.292294837152	0.201305048878	0.585404265723	0.680672540479	0.102402763699	0.554420121446	0.20288269151	0.586070880069	0.286776572377	0.527509182388	0.296830851625	0.527482910228	0.349629381105	0.303629920753	0.237231387019	0.400153906645	0.36377132119	0.341357926413	0.232598369192	0.3239371248	0.545513422874	0.0	0.23703265775	0.482850251687	0.352128147079	0.442662680418	0.18025319757	0.61153556202	0.398066193984	0.592614992012	0.605471174679	0.449508201176	0.212602695038	0.35413498824	0.54380879757	0.331695443479	0.207761621015	0.429622922561	0.284134581583	0.360925508083	0.655710300535	0.547877442755	0.608315834381	0.608492971891	0.563629530922	0.699751839231	0.240006725844	0.364951672202	0.544208653987	0.642549511708	0.495965205968
SC7484	0.219672035291	0.51630469597	0.260428540887	0.296639980728	0.172421639467	0.163582181677	0.471571709935	0.568459926704	0.214024896476	0.458732750871	0.152910198547	0.473681512484	0.171105922409	0.421694364018	0.190390319524	0.401256154098	0.251161099166	0.250788675842	0.0909154588555	0.295722067659	0.2621361433	0.234980356741	0.139688018047	0.217209969439	0.443650758857	0.23703265775	0.0	0.384199388424	0.269837877182	0.343962333651	0.198380462706	0.506069362749	0.295478508818	0.487417297087	0.505033365526	0.348833072188	0.178175183288	0.249688382592	0.439279369405	0.223977766871	0.133843959303	0.331490999545	0.192137501755	0.160691671996	0.542265484481	0.448261267506	0.496644097555	0.503386430581	0.436813176585	0.59014560299	0.25496247788	0.224407428854	0.438604736811	0.528099614631	0.371040955827
B6donor	0.379075046607	0.325895235674	0.188777148848	0.524158872933	0.280159120655	0.450604196884	0.285183246298	0.326350467326	0.501293956203	0.291182745261	0.316219681038	0.277925008524	0.235735559863	0.244300555318	0.236804499683	0.1951548213	0.215180743045	0.265341180591	0.436566887194	0.177951632805	0.210002034704	0.184683523671	0.296777437183	0.225185653981	0.2592744633	0.482850251687	0.384199388424	0.0	0.203882154174	0.16289497475	0.327455781632	0.279896965618	0.207166342213	0.335496734419	0.290623063171	0.195672119824	0.31660772613	0.253460578573	0.277014332452	0.215435885961	0.309271618712	0.176607109202	0.246040873391	0.30152431317	0.310484414299	0.235626865366	0.29693991157	0.36560980375	0.267862701221	0.364155233605	0.30951450211	0.269001624071	0.254082527368	0.363873088645	0.201253133165
SC7279	0.242384698624	0.329055533588	0.160075687282	0.399354224046	0.173885721686	0.324869411003	0.321924736135	0.383757958011	0.362543702478	0.305359604779	0.194657781228	0.302951412963	0.115939488653	0.209609837155	0.153172945276	0.291696708459	0.104432722044	0.170522323583	0.351692541226	0.118668589484	0.155649464968	0.1329845119	0.179533961698	0.128337027237	0.223522127564	0.352128147079	0.269837877182	0.203882154174	0.0	0.18867749496	0.198640193317	0.314744201301	0.201381246981	0.305991164401	0.290037936732	0.120184245886	0.174959939779	0.16196124577	0.306398994262	0.127875721169	0.174500020299	0.112997237852	0.123321567014	0.239938235004	0.356541458506	0.223332349121	0.319865588508	0.335006102772	0.307475428232	0.402926857247	0.171857784759	0.200108762774	0.232755452342	0.37220708557	0.237734322865
SC1995	0.371742806373	0.255269773559	0.177457645652	0.54528293222	0.267342908004	0.444461142296	0.210597775666	0.309390511375	0.472052001333	0.196614095334	0.288572143534	0.203177707786	0.194660184426	0.178889841667	0.206799852843	0.244434199963	0.198453818868	0.250201423299	0.396462545771	0.177614405148	0.178006181244	0.182659509739	0.256359878224	0.208351402149	0.192079016216	0.442662680418	0.343962333651	0.16289497475	0.18867749496	0.0	0.298047285334	0.237147210402	0.118596521164	0.250103738986	0.227878385118	0.148528858092	0.303660604946	0.245907500191	0.206288450417	0.190435092431	0.268892401828	0.129970559696	0.232541021304	0.293252374339	0.277160779518	0.19234475061	0.237773986692	0.286126827129	0.207199325202	0.335722468551	0.298253588115	0.195207742164	0.191779947812	0.275242226898	0.171380832888
SC7496	0.0822397877624	0.469902621655	0.231804055467	0.307854720498	0.184089339166	0.246263650324	0.454994738228	0.537683265704	0.204446824308	0.424637534553	0.100031503451	0.427419123832	0.181574510609	0.376762180443	0.181984234041	0.417156500119	0.206898920393	0.151644086953	0.267168197493	0.238836921975	0.218314344948	0.189354857199	0.142932465066	0.204858490481	0.394811039343	0.18025319757	0.198380462706	0.327455781632	0.198640193317	0.298047285334	0.0	0.470710519364	0.305542276587	0.456025141827	0.455546463804	0.298705577449	0.101143214178	0.209936712068	0.448306178805	0.199089621756	0.126992135179	0.282008091577	0.181043982553	0.234334200841	0.50593428317	0.399596574186	0.463391096377	0.490954002912	0.453203726378	0.560177058182	0.0789677918465	0.29783289306	0.389596943396	0.509637991731	0.38704510118
SC1900	0.522071217338	0.139312967251	0.363705479664	0.673821027303	0.422712902362	0.624410337057	0.0981647510189	0.215617707824	0.63095088017	0.106468974235	0.457711987919	0.0768295427104	0.346966117938	0.180473624369	0.378264914634	0.296567654374	0.332314765238	0.43433704777	0.572414285582	0.328983849344	0.371876156237	0.34166561487	0.430823129126	0.346967182997	0.153010245201	0.61153556202	0.506069362749	0.279896965618	0.314744201301	0.237147210402	0.470710519364	0.0	0.279938624921	0.124210997906	0.100172303628	0.231752753115	0.461767886545	0.407710667814	0.110628689342	0.354013233291	0.433892331012	0.264790716056	0.391051136153	0.416922618207	0.0821392860226	0.169374491086	0.0733961773324	0.161401272704	0.187696758851	0.125195602209	0.447788921478	0.319321589683	0.148956625945	0.143989862228	0.268657990998
SC7292	0.378223317917	0.280201361458	0.188159423971	0.537739866723	0.226654750534	0.408136407371	0.251643385438	0.332673190438	0.446279315616	0.222906099839	0.251134522964	0.245677482517	0.150837509126	0.202104917608	0.147219776659	0.249083465681	0.200170159256	0.286922690733	0.346205301721	0.188937076777	0.198557134405	0.191800798859	0.209145379582	0.211656934969	0.234239704217	0.398066193984	0.295478508818	0.207166342213	0.201381246981	0.118596521164	0.305542276587	0.279938624921	0.0	0.266686965469	0.276048588708	0.154184203114	0.269247179362	0.248544698841	0.204408540231	0.185428930329	0.216227468955	0.134542332946	0.195194874144	0.29715584322	0.307735650948	0.226112260051	0.260850724526	0.283513230484	0.218033250747	0.356022741848	0.299966912488	0.165959029106	0.219746877138	0.306103213726	0.159383166065
