pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
SC7295	0.124509791745	0.225930901115	-0.00158571638301	-0.00909094193396	0.0797866762927	-0.0315939025836	0.0301493274539	-0.0376315873976	-0.0375556646939	0.0404597901691	-0.0104856806582	0.013528461957	0.0174063564137	-0.0294746852861	-0.00274236445691	0.0220897251953	0.00617373145602	-0.0176117902806	-0.00713267125895	-0.00274060602046	0.0151070674109	-0.013033580134	0.00296777526537	0.00506136175149	0.0139939333214	0.0164351610555	-0.00758606608978	-0.0145157595667	-0.00369733534087	-0.0130734796219	0.0076709838214	0.00189502974172	0.00577733268847	0.00302002552263	-0.00253487947761	-0.00664204571943	-0.00284019176318	2.71089652564e-05	0.00746915499953	-0.00260223245737	0.00244796654978	2.41053125157e-09
SC7296	0.180474273175	0.132939678798	0.0962100112237	0.0560795523117	-0.0233010398676	0.0477057732873	0.00409165115992	0.0207449677273	0.0327835564585	-0.0196262060487	-0.0344726198332	-0.0140391135828	0.00538199321089	0.0262410040736	-0.00931427321664	0.0271418025188	0.0166583596305	0.027086444371	-3.42139822176e-05	0.0208821649055	-0.0236114420931	-0.0108044186605	0.0149612298695	-0.00565067874068	-0.00507037969353	0.010963191928	-9.44754373938e-05	0.00298251778061	-0.00782100564367	-0.00610215718866	0.0035704991398	0.00741286571916	-0.00363584227459	0.00129129284691	-0.00745563782875	0.00309574076897	-0.00209323395993	8.27583862151e-05	0.00515744697257	-0.00719882378819	-0.00299805712882	2.41053125157e-09
SC7297	0.17971013349	0.165689982243	0.0558778140544	0.0514507853689	0.0202781199521	0.00548268685407	-0.00120511462917	-0.0081917477339	-0.00512125319545	-0.00243269979688	-0.0215438771179	0.0327617012245	0.0202334665068	-0.0213879096048	0.00473360838741	-0.0163646443601	0.00276398202008	0.00457538304928	-0.00630766678391	-0.00139628186072	0.0121872323608	0.0145450843915	0.00422810971466	0.0118451077572	-0.00372130354108	-0.0130586118971	-0.00642388347899	-0.00320096559775	-0.00839248569995	-0.000503750091994	0.00262170511313	-0.0140376310398	0.00750201437647	0.00336661264413	-0.00447657522002	0.018658564722	0.00726495068634	-0.00178188293372	-0.00537121238853	0.00550464156311	-0.00649776299876	2.41053125157e-09
SC7298	0.149406310623	0.142244413291	0.0623634255489	0.0452188059881	-0.00240024087991	0.0208018351145	-0.00489217407038	0.00455574431585	0.0241402574356	0.0129554555442	-0.0094111232077	-0.0218956645824	0.00578030815129	0.0204510483741	-4.39543389343e-05	-0.02224811408	0.0172076975976	-0.00428606838975	-0.0165019942402	0.00302731252869	0.0129909836238	-0.00275833164041	0.0270724790505	0.0112899151585	-0.00968478362698	-0.00465076206579	0.0187053831728	0.00215438354706	0.0147977424107	-0.000101701869639	0.00222894421488	-0.00890530691157	0.00144772361314	-0.0068787089451	0.00608463920862	-0.00736727860869	-0.001657023035	-0.0060045277031	-0.00223458712168	0.00498368389334	0.00828709143486	2.41053125157e-09
SC7299	0.0861441810526	0.145307175447	-0.0696501659481	-0.0884252403239	-0.00639556139782	-0.0278642986675	-0.0219316795491	0.0133278647896	0.0182057992902	0.00307787474782	0.0116760795231	-0.0334488364337	-0.028805984082	-0.0097117244775	-0.00664984944052	-0.00377519638557	0.0149639897686	0.0040110055131	0.020079437168	-0.0163124773228	-0.0132395576812	-0.0104367519692	-0.0171556466427	0.00654166803468	-0.0237826017611	0.000819314005705	0.000243623304474	-0.0185731794291	-0.000980842617257	-0.00995420140362	-0.00248506769032	-0.00355535025278	0.000446631210162	-0.0175077075299	0.00196287314064	0.0121684056364	-0.00272428006399	-0.00660891998669	0.00237528596078	-0.00095798410642	-0.000689393483383	2.41053125157e-09
SC7476	0.0231648212519	0.127795840551	-0.0741948250693	-0.0737261093568	0.0157186348291	0.0112881651781	-0.00607330027794	-8.90263165695e-05	-0.00110930478978	0.00206947696453	-0.029824260779	-0.00841725585403	-0.0105072913321	0.0094373402669	0.00497741344192	0.0209887491937	0.0320732215577	0.0253561511898	0.00347446991291	-0.00766907480123	0.0189734149033	0.0188342453792	-0.00989880273847	0.0154454343432	-0.00928230163152	-0.01250580275	-0.00246228734914	0.0165136984033	-0.00101109925485	0.000255006165958	0.00103150614257	0.0128029945693	0.0111839067704	0.000428686530439	0.00214012515837	-0.0161718380493	0.00936641285486	0.00154491339777	-0.00561255932764	-0.00163713984952	-0.0020523915545	2.41053125157e-09
SC7477	0.197662844918	0.10961455024	0.012656773499	-0.0343359660215	-0.0080606024178	0.00158203215781	-0.0211792428804	0.0349542278288	0.0274956235999	0.0339241827396	0.0638677064308	-0.0198594390352	0.0156472831836	0.0467451223122	0.0134980431291	-0.00225756691647	0.0193557905035	-0.0169259977652	0.0116225239175	-0.0107436373499	-0.00316079720326	0.00401723682078	-0.0112923095854	-0.00801658784902	0.0406016086805	-0.00248419294767	0.00274246246595	0.00106006684691	0.00611140391858	-0.00440846491012	0.00191276034695	-0.0017238520574	-0.00126989796923	0.0083143120668	-0.00132627352062	0.00122651754456	0.00346333651194	0.00124582888503	-0.000462427430608	0.00110436732038	-0.00265747384174	2.41053125157e-09
SC7478	-0.0184133613439	0.174454061544	-0.116838421293	-0.0789780696894	0.0728561647345	-0.00551909181403	-0.0285643412148	-0.0127862822862	0.0263384479195	0.0159423874583	-0.000131586671263	0.0173381771714	-0.0431421920107	0.00735589563058	0.00335297613803	-0.00574502483756	-0.0167874281954	2.14898228302e-06	-0.000932323027398	0.0341231525152	-0.0173925616775	-0.00615490469202	0.0235623642227	0.00229667131808	-0.00175875974298	-0.00419335762556	0.00251701615194	0.0050445521475	-0.00188622123648	0.0132041469681	-0.0037807053914	-0.00485508546247	-0.0075236077182	0.0115008771913	-0.00301444058704	0.00314272146145	-0.00554591074267	0.00417580134338	-0.0016011581836	0.00127411353276	0.000299971427546	2.41053125157e-09
SC7479	-0.193376810547	0.0199650553384	0.0409706974345	-0.0134123121524	-0.0126529487678	0.00356344455958	-0.0586228136947	0.0107217202141	-0.0338851318052	-0.0100872674207	-0.000132278346468	-0.0157709539698	0.00403424125653	-0.000767098799576	-0.0165080539789	-0.0108043183928	0.0127099887166	-0.0222991630034	-0.00595661062367	-0.0191854849401	-0.0235369231018	-0.0342445843778	0.0197873795734	-0.0059058314044	-0.00615459893333	0.00299535380826	-0.0235173701892	-0.00397240687617	0.00245775976121	0.0100292982444	0.00694799877859	0.0117862230739	0.0122195701561	0.00582337738132	0.00270210939602	0.000409186868614	0.00499750497431	0.00116884342261	-0.00604607800033	0.002144385114	-0.000207483964627	2.41053125157e-09
SC7480	-0.292508307222	-0.0288420607427	0.0331835875063	-0.00913802444949	0.0481464642871	-0.0479415427765	-0.000668197628686	0.0793412683592	-0.01503840045	-0.0231592644205	-0.00454924271152	-0.0127718939816	0.0189540220861	0.0215873990437	-0.0301527160655	0.0153646615111	0.00695803268826	-0.000623490763574	-0.0114677199712	0.0327741119008	0.00776770185386	0.0102165874642	-0.0230861623262	0.0126362141096	0.00382234853219	0.00579517386924	0.000499724290655	-0.00191553138403	-0.00549070512762	-0.00673254743683	0.00265324450054	6.02428072503e-05	0.00119718226492	-0.00101166457389	0.000464974056223	0.00899197869696	-0.00418226465491	0.00415019463941	-0.00558033501636	0.0016180484417	0.00425500713542	2.41053125157e-09
SC7481	-0.250832947256	-0.0248693141825	0.0838998344856	0.025841017225	0.0523956361076	-0.0158930815258	0.00403256142415	0.0136363723949	-0.0178589862889	0.00272795662475	0.0442892678391	0.00177475880703	-0.0208741176666	0.00542629882334	0.0142510031861	0.031077616286	-0.0121846645207	0.0244352958	0.0072850871085	-0.0108785156373	-0.014712442508	0.00461541636432	0.00123553167691	0.0102734444573	-0.0107715138544	0.00368586504739	-0.000803958336165	0.0145373274245	0.0103482798216	0.0103609529303	-0.000826793304748	-0.0112901412945	0.00879336565252	-0.000364257984234	-0.000715923088834	-0.00048188665285	0.0081566479996	-0.00224465793018	0.0117533796611	0.00329755337448	-0.000173438662928	2.41053125157e-09
SC7482	-0.00840196766888	-0.158868292537	-0.0436438443473	0.0645815765307	-0.031582081619	-0.112263216272	0.00940248935096	0.0390213625872	0.0226861720344	0.0255916776762	-0.0147632085313	-0.0014059411805	-0.0105393924506	-0.0174535995427	0.0239445501478	-0.013589717375	-0.00447049853597	-0.00451910961102	-0.0218837231842	0.00751697170222	-0.00163538270895	-0.0167120606427	0.00733814205564	0.00987319017661	0.00801463116331	-0.0193727051458	0.00835159610223	0.0115354422855	0.00179717624622	-0.00412731557518	0.00582729635545	0.00736562322789	0.00610798729571	0.00178450837474	0.00266915752142	0.00400881965975	0.00329169106685	-0.00380393268947	0.00286852122855	-0.00651564213722	-0.00153488965174	2.41053125157e-09
SC7483	0.14856609038	-0.253508923014	0.0141666659442	-0.00265124251548	0.054692365623	-0.010531464317	-0.00981649312256	-0.0238366408644	-0.0602828049572	0.0191139237081	-0.00695096788949	-0.014308124357	-0.0114160426374	-7.31696639847e-05	-0.038103767412	-0.0361501046596	0.0270613496088	0.0117335663866	0.0174795209887	0.0196087999139	0.00812623588111	0.00340676690228	0.00483969073618	-0.0103143436637	0.00649547313754	0.0113908607825	0.0118751319524	0.00545290449199	0.00997660680195	0.00529277327589	-0.00228342342245	0.00625455017188	-0.00976367772133	-0.00306404875939	0.000843700187896	0.00250646085405	0.00599831347328	-0.00444398861354	0.00144936616788	-0.000395613022737	-0.0035355287876	2.41053125157e-09
SC7484	0.217316274712	-0.252759893652	0.0135129686483	-0.094208872395	-0.000209793287745	0.0162169874622	-0.00544757774687	0.0479743078325	0.005630409385	-0.00202266999821	-0.0140292688347	0.0353424442144	-0.00115336980926	0.00682573347253	0.0565391687997	0.00246762474007	0.0225376348488	-0.00978644761684	-0.0139074422927	-0.0011788061699	0.0173633093862	0.00524653587735	0.00067588832943	-0.00888367452229	-0.0143000039913	0.0221647453777	-0.010017412665	-0.0064881112294	-0.00507179381232	0.0135425546079	0.00168303534481	0.00184695426315	-0.00320647499203	0.000755527841115	0.000776815663637	0.00530074805254	0.00189679629909	-0.000160758003494	0.00278029735278	7.65286147094e-05	0.00277650649616	2.41053125157e-09
SC7485	0.227519745461	-0.271089474285	0.0412338953135	-0.0535490412823	-0.00609737565807	0.0246295329817	-0.00709939651587	-0.0149725691164	-0.0184799296525	0.0172690453725	0.00117725015362	0.0247535229712	-0.0100368307479	0.00314677389712	-0.00453986306871	0.0143341454556	-0.000954071821426	0.0147248571923	-0.0182375329267	0.0177487341973	-0.0227109297544	-0.0221887793587	-0.0182480477501	-0.0083782443102	0.00307498462358	-0.0269725440529	0.00153209123817	-0.00756470694715	-0.00470576963659	-0.0115225708618	-0.00269707188471	-0.00808251279774	0.00980523955191	-0.00390584953056	-0.00506390965594	-0.0100879627378	-0.00462569428271	0.000664193449948	-0.00143536477618	0.00530902358375	0.00012408631113	2.41053125157e-09
SC7486	0.177028887998	-0.183939542106	0.0309674999696	0.0300346850201	0.0203355959113	0.0033937006562	-0.0186524230979	-0.00542705024117	0.0468458651942	-0.00620012446626	0.0117288467532	-0.0282588323763	-0.0347784755975	-0.00230618096555	-0.0263695561798	-0.0237596158267	-0.023715292488	-0.0144507139014	-0.00947988601885	-0.0151602916914	0.0139043978348	0.0164369150956	-0.00524023324754	0.0115215506336	-0.0131743124921	0.0185751154793	-0.00852659155177	0.00505195212153	-0.00211558792756	-0.00959211497031	-0.00741728844002	0.00164579295212	0.0142400351912	0.0116604931742	-0.00654205422206	-0.00463208145032	-0.00950042664268	0.00122242595113	0.000784280804326	-0.000390804690885	-0.00164772075258	2.41053125157e-09
SC7487	0.194778804045	-0.219656269012	-0.00675862172302	-0.00795750739569	0.0614185809341	0.0222596191057	-0.0173145158852	-0.0138163982407	0.0194355300031	-0.0120670573341	-0.0191357853089	-0.00469321186673	0.00959774493671	-0.00591597273143	-0.0188500295986	0.0369175681556	-0.0257704930521	0.00156392336565	0.00130143526697	-0.0400406311342	-0.00892237762096	0.00591787963497	0.00974870651338	0.0162979668888	0.0147217214225	-0.0151553815716	0.000756124857481	-0.000604181345709	0.00621176130124	0.00222550326356	0.00821437595593	0.00329129696042	-0.0133881248267	-0.00349380421021	0.00265412022469	0.00885594255035	0.00277347141705	0.00270453863685	-0.00298590498995	-0.00299847062828	0.00355166263402	2.41053125157e-09
SC7488	0.0908087842455	-0.0903745127687	-0.104257096354	0.0643039062175	-0.00907916907739	-0.000475198446118	0.00972172154354	0.0409356888791	-0.0100377548835	-0.0064374120112	-0.0160414911991	0.0108788417485	0.0335648301651	-0.0361883836556	0.00670810794292	0.0131820843242	0.0176204631872	-0.0135907430283	0.0406448465394	-0.000701339782866	-0.0340363990376	0.0124727219385	0.00722037006806	-0.00781266331015	-0.00498118091332	0.0115034884857	0.00542588033782	0.00971871622536	0.00721956950163	-0.00899297942715	-0.0073963398407	-0.0104186454699	0.0066372259365	0.00654059302685	-0.00186233139415	-0.00404508470257	-0.00269741941892	-0.000810255413712	-0.00388729898144	0.0010551365456	0.00207982359527	2.41053125157e-09
SC7489	0.159364493503	-0.0474236635997	-0.0412820114427	0.0653531315735	-0.0188752922019	0.00465036616072	-0.0103543727174	0.00117236023908	-0.00895634872831	-0.00422847769759	-0.00887948817435	-0.0638399188272	0.0154711986489	0.00477648961157	0.00549349314691	0.0106413402253	-0.0238548270095	-0.010092469188	0.0146046855585	0.0256234449333	0.0143893397259	-0.00292695075493	-0.00497338694053	0.000561213521565	-0.0121370143274	-0.011061507326	-0.0111368362197	-0.0196673270923	-0.005735486958	0.00864809781168	-0.00168869713467	-0.00950198536373	-0.00335767938237	0.00573252850562	0.0137998269742	-0.00596385616535	0.00903195504375	0.00598257828496	0.0050756714825	0.000351198512849	-0.00107254151372	2.41053125157e-09
SC7490	0.0598292181586	-0.0530459416603	-0.0647323161395	0.050530717635	-0.0253172112086	0.0114387938477	0.00443217997977	-0.0278773909148	-0.00899267607203	-0.000196644440987	0.0475320909689	-0.023106491797	0.0266610605413	-0.0102428647169	0.00928021638588	0.0258705711451	-0.00372788918271	0.00352857744988	0.00570378831237	0.00852271646577	0.0125764954678	-0.00427277613514	0.0034779354466	0.0102281918086	-0.00163203161293	0.00262228927767	0.0143352214551	0.00269669186063	-0.0143681855822	0.0202854377858	0.0109347551606	0.0160565803602	0.00500416250906	-0.0053944548883	-0.0090344673544	0.00339582817782	-0.0119220793938	-0.00397062942058	-0.00174212876881	0.00566034546941	-0.001027973732	2.41053125157e-09
SC7491	-0.100691694012	-0.0345983602402	0.0252461924572	-0.0461117231792	-0.0246062797364	0.0126348646317	-0.00506802521108	-0.02127609398	0.0465620085946	-0.0143022019873	-0.0104813113412	0.0257053073801	0.0192724116226	-0.0126877355063	-0.0133977222724	-0.0297863555712	-0.00714629867095	0.0164848128485	0.0332340601326	0.0027432596967	0.00527856109596	-0.0231601328797	-0.00983954578213	0.0189405867381	0.0230533553769	0.00912307419165	0.00241124065585	0.00575043809769	-0.0230594363943	0.00679392038153	-0.00745494441704	-0.00215044625277	0.0054731867859	0.00139871400245	0.0037698417644	-0.00149426614475	0.00771760274753	-0.00226474363098	0.00282346736991	-0.000221544837579	0.00444304418245	2.41053125157e-09
SC7492	-0.220586801527	-0.0356644028578	0.0536631963081	-0.027104308971	0.0465860153991	0.00241435133462	0.0309244737135	-0.004443443384	0.0256013210041	-0.0178596841567	0.0305166285232	-0.0179081962501	0.0104650481734	-0.0331367491686	0.015945269417	0.00238801829381	0.0070628881403	0.0225662601559	-0.00799163989104	-0.00697870219398	0.00372894804456	0.00378921376242	0.014877436397	-0.0228227231447	-0.00187862125135	-0.00535623963841	0.0234919492962	-0.0263367327772	-0.00274643618159	-0.00320681025945	-0.0159968811338	0.00638988332393	0.00322043663284	0.00913219682854	0.00475885314678	-0.000901643127714	0.00184605845072	-0.000220825814476	-0.00524487826761	-0.00284806247805	-0.000946032929348	2.41053125157e-09
SC7493	-0.268794379501	-0.0453730352332	0.0564398759252	-0.0638601853464	0.0147241860184	-0.0175596382521	-0.0674583286218	-0.0371369229617	0.0117261619445	-0.00812645112835	-0.0271185040475	-0.0312400674354	0.0503295182188	-0.0125490224239	0.0405050797457	-0.0151585984423	-0.0076354673668	0.00110661106567	0.00404409575246	0.00735969534734	-0.000533204730885	0.0066510134686	8.93233322903e-05	0.00669073374723	0.00422129933208	-0.00166832093561	-0.0110272372906	0.00546548425139	0.010241249663	-0.00676459497541	0.0011815101639	-0.00460387439997	-0.0104243057149	-0.00625104915521	-0.0073894513206	-0.00734802940208	-0.0093226441827	-0.00152958935963	0.000835352317467	-0.000206497560939	-0.00343323785277	2.41053125157e-09
SC7494	-0.107342441566	0.003189773623	0.0740872142413	-0.032970450249	-0.0151031705187	-0.0311621062987	0.0268416428641	-0.0239836851032	-0.00479271520774	0.0485635908664	-0.0381072946382	-0.00492008494417	-0.00449922131177	0.0287182753536	-0.0038882335173	0.00568701428518	-0.00893958863077	-0.0125980010352	0.0286024264314	-0.0148832735838	0.0100979872864	0.00901453981151	0.00618443249578	-0.0322344491496	-0.00513078389489	-0.00973502996999	0.00695404925155	0.0104287468359	-0.0104764309383	0.00888535640411	0.00113434487423	-0.00519861713017	0.0113532062437	-0.00585066804629	0.00472743608143	0.00610447222494	-0.01024404371	0.00612358434201	-0.000665399043672	-0.00236282502373	0.00040169258019	2.41053125157e-09
SC7495	0.025998480027	0.0309281552719	0.0149164886133	-0.0429575063466	-0.0747089288122	-0.0414022088864	0.0427610309476	-0.0426792856982	-0.0232825704591	-0.0280548314295	-0.00951512808734	-0.0466637816319	-0.0302192560184	-0.0182803507058	-0.00274407700215	0.0124843251774	0.0220857342832	-0.0116949301361	-0.0283746664626	-0.00457264826128	-0.0153750276779	0.0157765490205	0.00443757585104	0.00467042439199	0.0203812047671	0.00685277009766	-0.00288089039392	0.00453706004932	-0.00939841893586	0.00982661031481	-0.0116551998464	-0.0111603746129	-0.00589894913262	-0.00109577269924	-0.00863942572058	0.000237290130535	0.00424570098224	0.00143445557713	-0.00107249409177	0.000600305090576	0.00184811460836	2.41053125157e-09
SC7496	-0.13044051336	-0.00840892806488	0.0238269103356	-0.0140655399948	0.00792606981716	-0.00797461779792	0.0144762463406	-0.00734023899794	0.00549463857215	-0.00281706806009	0.00648323374091	0.0259611303794	0.0129345964236	0.0223078150916	-0.0178027184933	0.0177363909118	0.000131990608798	-0.0481748164502	-0.00498276282147	-0.00935699266897	-0.00123768042882	-0.00775207984739	-0.00795897212572	0.00263996436499	-0.0260860582242	-0.00428367660107	0.0147601579168	0.00766401684951	-0.0169248177148	-0.00307889786085	-0.00156506968107	-0.00317312993879	-0.018415406657	0.00658265369415	0.00038453069621	-0.00845531232115	0.00452396221012	-0.0090607941185	-0.000960560047473	-0.000357573417093	-0.0034527679098	2.41053125157e-09
SC7497	-0.0735290204583	-0.0173725009793	0.0226467202224	-0.0107391370336	-0.0637346031738	-0.0247858147078	0.0360305670177	-0.0572303007782	-0.0103991429818	0.00874582232733	-0.00921998150445	0.021565706228	-0.000719815629445	0.0289965090943	0.00557798449908	-0.0103503415413	0.00350226551271	0.00836257894739	0.0163115924436	0.00304920752721	-0.0174342597416	0.0203664053778	-0.00673435429953	0.0184784384201	-0.0108887607189	-0.0078107719592	-0.00421101941197	-0.01688236939	0.0131679760106	-0.0067962479224	0.00422256729229	0.0160245997203	-0.0039675402168	0.0171202011612	0.00119565112419	0.00578135498906	-0.00215263487656	-0.0009566075842	0.00296744734829	0.00347734035227	0.00313263895721	2.41053125157e-09
SC7498	-0.03784972928	-0.0600814679011	0.0319249887036	-0.036459526653	-0.052056490717	-0.0093364301258	0.0064307921639	-0.0101643177327	0.0242616260327	0.0025449908633	0.045873843068	0.0392847916302	-0.0109340514731	-0.0152687351896	-0.0141093908256	0.013154200623	-0.00705215871498	-0.0148195050083	0.00852475494764	0.0245533236512	0.00212854361284	0.0172577478833	0.0313872469675	0.00890837005747	0.000809705012475	0.00976638104208	-0.00747818713623	-0.0033349689067	0.00236760345613	-0.0128692545717	0.00744843000292	0.00235482627315	0.00037135899614	-0.0169043073051	0.00857457727966	-0.00448675582859	0.00507314388667	0.00598851377073	-0.0026089284325	-0.000178526641119	-0.00289402987013	2.41053125157e-09
