Taxon	B6.Taconic.Donor	315	316	317	318	319	320	321	322	323	324	325	326	327	328	335	336	341	333	334	342	343	344	345	312	313	314	329	330	331	337	332	338	339	340	301	302	303	304	305	306	307	308	309	310	311
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.0	0.0	5.0	1.0	1.0	5.0	5.0	2.0	0.0	3.0	1.0	3.0	0.0	1.0	0.0	3.0	6.0	4.0	1.0	2.0	1.0	0.0	4.0	2.0	1.0	14.0	12.0	0.0	0.0	7.0	2.0	3.0	3.0	12.0	12.0	0.0	1.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	188.0	494.0	1258.0	630.0	534.0	1097.0	618.0	999.0	118.0	304.0	612.0	456.0	26.0	230.0	811.0	245.0	285.0	190.0	80.0	121.0	34.0	92.0	485.0	253.0	558.0	643.0	1693.0	196.0	522.0	1448.0	659.0	660.0	871.0	1179.0	2131.0	295.0	58.0	337.0	212.0	124.0	95.0	93.0	361.0	206.0	820.0	587.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter	2.0	45.0	82.0	120.0	1.0	0.0	2.0	2.0	0.0	369.0	319.0	232.0	29.0	40.0	165.0	1.0	1.0	2.0	2.0	1.0	2.0	0.0	1.0	0.0	2.0	3.0	3.0	0.0	1.0	0.0	242.0	202.0	148.0	118.0	143.0	347.0	24.0	408.0	305.0	188.0	81.0	61.0	342.0	197.0	603.0	541.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other	8.0	9.0	9.0	3.0	12.0	10.0	6.0	10.0	3.0	7.0	30.0	13.0	7.0	10.0	14.0	7.0	6.0	4.0	8.0	11.0	14.0	6.0	8.0	5.0	6.0	3.0	7.0	8.0	5.0	16.0	16.0	6.0	15.0	6.0	8.0	10.0	7.0	12.0	8.0	3.0	8.0	7.0	9.0	3.0	17.0	18.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	16513.0	17701.0	28776.0	16830.0	20483.0	26172.0	19768.0	19984.0	9673.0	20465.0	33604.0	21089.0	16034.0	27063.0	30534.0	29117.0	29373.0	32749.0	29279.0	22890.0	26818.0	19994.0	18516.0	24668.0	24196.0	20849.0	23599.0	8917.0	18136.0	24726.0	21227.0	22653.0	24676.0	18185.0	28511.0	17331.0	6212.0	22411.0	17024.0	17445.0	17121.0	16530.0	19998.0	19136.0	30494.0	29273.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__	41.0	24.0	21.0	27.0	18.0	30.0	56.0	27.0	31.0	45.0	27.0	26.0	13.0	17.0	25.0	24.0	53.0	31.0	23.0	34.0	22.0	19.0	27.0	46.0	51.0	14.0	37.0	10.0	27.0	32.0	48.0	21.0	47.0	49.0	61.0	31.0	7.0	57.0	31.0	12.0	33.0	27.0	21.0	18.0	17.0	39.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;Other	0.0	0.0	0.0	0.0	4.0	1.0	2.0	3.0	3.0	3.0	7.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	0.0	0.0	1.0	16.0	2.0	5.0	1.0	0.0	0.0	1.0	9.0	2.0	10.0	10.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__	179.0	62.0	88.0	217.0	436.0	462.0	411.0	323.0	258.0	609.0	858.0	379.0	31.0	30.0	353.0	59.0	148.0	86.0	76.0	87.0	184.0	111.0	116.0	120.0	108.0	95.0	145.0	19.0	88.0	289.0	307.0	160.0	241.0	323.0	320.0	1495.0	936.0	860.0	543.0	413.0	155.0	176.0	637.0	342.0	1191.0	973.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Candidatus Arthromitus	18.0	2.0	0.0	8.0	143.0	78.0	7.0	87.0	0.0	22.0	111.0	0.0	0.0	0.0	13.0	25.0	0.0	2.0	38.0	24.0	92.0	16.0	46.0	50.0	38.0	1.0	0.0	3.0	10.0	0.0	11.0	1.0	3.0	17.0	8.0	16.0	0.0	7.0	37.0	28.0	30.0	50.0	1.0	5.0	14.0	36.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	2.0	1.0	0.0	0.0	4.0	3.0	3.0	3.0	4.0	8.0	16.0	5.0	0.0	2.0	4.0	1.0	3.0	1.0	1.0	0.0	2.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	1.0	1.0	20.0	6.0	4.0	4.0	1.0	1.0	1.0	9.0	0.0	18.0	10.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Proteiniclasticum	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium	69.0	36.0	57.0	50.0	36.0	88.0	31.0	57.0	64.0	38.0	71.0	50.0	28.0	56.0	56.0	21.0	48.0	40.0	41.0	24.0	46.0	27.0	29.0	32.0	82.0	51.0	68.0	23.0	44.0	96.0	81.0	40.0	66.0	94.0	102.0	52.0	21.0	50.0	32.0	32.0	25.0	28.0	39.0	29.0	78.0	80.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__EtOH8;g__	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0
