Taxon	B6.Taconic.Donor	315	316	317	318	319	320	321	322	323	324	325	326	327	328	335	336	341	333	334	342	343	344	345	312	313	314	329	330	331	337	332	338	339	340	301	302	303	304	305	306	307	308	309	310	311
Unassigned;Other;Other;Other;Other	30.0	25.0	43.0	51.0	50.0	49.0	45.0	54.0	22.0	73.0	84.0	34.0	23.0	48.0	51.0	52.0	71.0	62.0	111.0	55.0	55.0	45.0	62.0	75.0	58.0	42.0	60.0	21.0	41.0	76.0	42.0	56.0	63.0	65.0	62.0	54.0	9.0	29.0	66.0	48.0	52.0	57.0	52.0	68.0	70.0	82.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosaetaceae	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;Other;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	4.0	0.0	4.0	2.0	0.0	2.0	1.0	5.0	4.0	0.0	4.0	5.0	2.0	0.0	0.0	1.0	1.0	4.0	1.0	0.0	3.0	0.0	4.0	0.0	1.0	0.0	5.0	0.0	3.0	2.0	4.0	0.0	4.0	1.0	7.0	2.0	2.0	0.0	1.0	3.0	0.0	1.0	2.0	0.0	2.0	5.0
k__Bacteria;p__Actinobacteria;c__OPB41;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	9.0	2.0	5.0	7.0	4.0	4.0	4.0	4.0	1.0	4.0	6.0	2.0	2.0	8.0	2.0	8.0	10.0	2.0	5.0	3.0	7.0	4.0	8.0	4.0	2.0	3.0	6.0	0.0	6.0	5.0	5.0	1.0	6.0	5.0	9.0	10.0	0.0	4.0	7.0	2.0	0.0	1.0	9.0	4.0	7.0	16.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	1457.0	2989.0	2585.0	2420.0	2937.0	1701.0	2233.0	1788.0	1048.0	5631.0	2551.0	2892.0	632.0	1170.0	1127.0	1888.0	2723.0	2438.0	4158.0	3601.0	1500.0	1915.0	4377.0	3382.0	1588.0	1867.0	1474.0	2097.0	3136.0	2276.0	1861.0	3000.0	3438.0	4180.0	4175.0	4013.0	1027.0	1647.0	4221.0	2313.0	2686.0	4420.0	2733.0	5727.0	2175.0	2967.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	1780.0	2408.0	4121.0	2421.0	2372.0	2442.0	2946.0	3087.0	2979.0	3965.0	4652.0	2876.0	1410.0	1462.0	2768.0	1671.0	4532.0	2305.0	3252.0	3125.0	3727.0	2648.0	3733.0	3180.0	2698.0	3535.0	3412.0	1194.0	1962.0	3942.0	2194.0	3225.0	2698.0	4815.0	3148.0	3699.0	929.0	1153.0	5072.0	3712.0	2379.0	3757.0	3208.0	5115.0	4615.0	6174.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	1.0	0.0	1.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	3.0	1.0	2.0	6.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	4.0	1.0	3.0	1.0	1.0	1.0	5.0	0.0	1.0	3.0	2.0	0.0	0.0	1.0	0.0	1.0	3.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	14.0	34.0	38.0	38.0	53.0	53.0	34.0	59.0	8.0	41.0	66.0	25.0	28.0	45.0	45.0	51.0	61.0	45.0	73.0	37.0	54.0	37.0	54.0	46.0	48.0	37.0	64.0	9.0	37.0	71.0	41.0	59.0	60.0	42.0	88.0	63.0	7.0	52.0	48.0	18.0	20.0	22.0	54.0	35.0	50.0	93.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__SB-1	8.0	1.0	1.0	1.0	3.0	2.0	3.0	0.0	0.0	2.0	0.0	0.0	2.0	3.0	0.0	2.0	3.0	2.0	5.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	1.0	4.0	2.0	4.0	3.0	3.0	0.0	2.0	1.0	0.0	1.0	0.0	5.0	2.0	2.0	3.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	1.0	0.0	1.0	2.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
