pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76
donor	-0.141856245863	-0.0265569297725	0.0493237296526	-0.0142825377709	0.0315321389276	-0.0833232330068	0.0235065927071	-8.61893567703e-05	0.0043703673952	-0.0117884270301	0.00858509613299	-0.00611998552724	0.0273173425241	-0.0166988423072	0.00217743141746	-0.00777155419064	0.00674632093976	-0.0183620201114	0.0238217937225	-0.00679321533881	-0.00600262251501	-0.0094527751545	0.0127472307718	-0.0177082105358	0.0114903840277	0.0163187515038	0.00265390140351	0.00837864608319	-0.00180763998007	-0.00743416111915	0.00531377347535	-0.00755932405906	-0.00648909888106	-0.00463825654185	0.00198747024342	0.00746510293731	0.00535475750962	0.00234688130525	0.00216950699298	0.00114357952677	0.00575063360638	0.00296187646597	-0.00940196793966	-0.00612169992312	-0.0046932089004	-0.00901880753595	3.32661137767e-05	-0.0113438810157	0.00412167907346	0.00436474947204	0.00455590183603	0.00175614481019	-0.00692571596853	-0.000926449842051	0.00156557542148	0.00155951685494	-0.00322585262181	0.00176822816606	-0.00252234661182	-0.00095226473765	-0.000298691753929	0.00410932345122	0.00487284068736	0.00237343529014	0.00195407494094	-0.00143871037031	-0.00239364517786	0.000178786149764	-0.00121107688136	0.000450579409649	-0.00028873817553	0.000388433095503	-0.000426731230221	0.000629774406511	-0.000140833569994	-1.2876331673e-09
153	0.00505586538348	-0.0326935133837	0.0385348402332	0.0101212470508	-0.00491646308433	0.000783542010742	-0.00779707114406	-0.0182117827055	-0.0314032486383	-0.014663165253	0.0286248188944	0.0158431071817	-0.014402832817	0.012665925641	0.0112268190455	0.00827178968657	-0.0137632637213	-0.0256877279239	-0.00597645108433	-0.00599133601799	0.0110762051868	-0.00481665898551	0.011409844078	-0.00542706515375	0.0130084539203	-0.00863455383679	-0.0141479937601	0.0135034253685	-0.00175402894714	-0.00316541612198	-0.00321836456142	0.00932212447939	0.0057630623757	0.00203522282584	-0.00217660961282	0.01077371784	-0.0128573720983	-0.00568674378166	0.000492084100946	-0.00190345792904	-0.0132467943857	-0.0126023183139	-0.00304358335589	0.00184201245988	6.36623135579e-05	-0.000196406110597	0.00601552358042	0.000617128761386	-0.00596113627327	0.000118294675386	0.00250021795118	-0.00110421664504	-0.00258800677	0.000705000637305	-0.00585265354223	0.0018318834017	-0.00114875062052	0.000499384313967	0.00614005397035	0.00284721323589	0.00183243459503	0.00561391230716	-0.00349218253777	-0.00799234180356	0.000479330377485	0.00177894172494	-0.00356818498262	-0.00279744887213	0.000732770434136	0.00382336675939	-0.00257906834854	0.000798284586365	-0.00296479604042	0.000702142133586	4.79633210473e-05	-1.28763316729e-09
154	-0.0500667560858	0.0120729211469	-0.00254492173027	0.0568589865752	0.0108068782671	0.00259108534479	-0.0111983152666	0.00136126681367	-0.0189946903145	-0.0218713779999	0.0151490711321	0.0209152539816	0.00749457018694	0.0204568592252	0.0144500362772	-0.00358448538451	0.00165054030892	0.0114409038182	0.0111498658159	-0.00354999629135	0.00989928766272	-0.0047050033201	0.000193114690133	-0.00449105859432	-0.0201039752028	0.0034933277661	-0.0137120302242	0.00838597380993	-0.0012422151713	0.00371805023495	-0.00202176355087	0.000970765790985	0.00301774677584	0.00216588396377	0.00461014223901	-0.00543979637408	-0.00784796269771	0.00148061234203	0.00365297469274	-0.00336265233568	0.00424930693754	0.0106517724406	-2.03196418709e-05	0.00507610402967	0.00716848857514	0.00484696651912	-0.0032678658389	0.0103533039572	0.0151473592375	0.000293982710891	-0.0117339192417	-0.00120741252841	-0.0059261377296	-0.00756898402584	0.00186721928409	0.00320603756029	-0.00218616769727	0.00315668846723	8.84801871172e-05	-0.00510347446667	0.00228680360128	-0.00137265825207	0.000717343407148	0.00032415596206	0.0012354631853	-0.00308213964569	-0.00768913640573	-0.0024122463963	-0.00211937965046	-0.00401352733084	0.00319861866465	-0.000267347484326	-0.00131266166234	0.00156969655559	0.000340989612218	-1.28763316729e-09
155	0.00881234185237	0.000175772974692	0.0272394813593	0.0186856570464	-0.000337500462248	0.0126089396858	-0.00117664887686	-0.0248521881499	-0.00813719195412	0.00675423158751	0.0348961324626	0.0174450761312	-0.00798112760255	-0.0126594453269	0.0202474978342	0.0135121120845	0.0173725028602	-0.0116560555825	0.0103267976042	0.00292979591171	0.000103525398417	-0.0168103713832	0.00044059696967	-0.00311528135291	0.00927812829384	-0.00399206719078	0.0116801919859	-0.00795051449634	-0.00514240486889	0.0027205297207	-0.00303206554035	0.00158234432134	0.000338996520729	0.00679161365607	0.0131708276095	0.00107322181749	-0.00924896777357	0.00846458981747	0.00642284394694	-0.00113012348882	0.0109592053792	-0.0111491513718	-0.00107429206681	0.00700374627522	-0.00362448630191	0.0018437558784	0.00452759605211	-0.00106830283938	-0.000697104956232	-0.00894341538338	-0.00616695695153	0.00669445246898	-0.00373147177747	-0.00542676965499	0.00374096705294	-0.003422015689	-0.00269949479144	0.00447318655387	-0.000992134222651	0.00013276064292	0.00390816290955	-0.00781278075968	0.00186551502578	0.00356145518585	-0.00648941705701	0.00149129633562	0.00346303169555	-0.00116130559447	-0.00267923254628	0.00149811959698	-0.00341348006204	-0.00235949433005	0.00231502155615	-0.00186169851382	0.000141359571502	-1.28763316729e-09
71	-0.0141726158429	-0.0146085603176	0.00983195301883	0.00975692705595	-0.0203492265052	0.0106844082836	-0.0349944079761	-0.0396257745914	-0.0107208825607	-0.0147731150964	-0.00702926586811	-0.00198270500328	-0.00475697866794	0.0056464014355	0.0186196857344	-0.00430706949398	0.00234581953067	-0.0200869970529	0.00420336002656	-0.0129014843119	-0.00353891842759	0.00334375051526	-0.00623996976659	0.0162575184531	-0.00483950726322	0.00376213902132	0.00168820446119	-0.0175414585253	0.00356193882619	-0.000258114982997	0.00494141741484	-0.00751122422264	0.00349262352931	0.00405820104599	-0.00590980932177	0.00273773207072	0.0073739042073	-0.000144328163108	-0.00764604725461	-0.00787874151613	-0.00619214654321	0.00871388973965	0.00201933093655	0.000938442649644	0.00333059207444	-0.00373486640319	0.0020401058481	-0.00147448789504	0.00105278530727	0.00741510218725	-0.0047076026278	0.0047999027304	-0.00585088446287	0.00183206809944	-0.00765584621038	-0.000129382113107	-0.0103219999605	-0.00430296816104	-0.000668056323224	0.000846376098872	-0.00126856194396	-0.00448831456276	0.00223768427031	-0.00147636583239	-0.0011952942092	0.00295675799688	-0.00555264065276	0.00021980232686	0.00606736886637	-0.000920848165461	-0.0022238956218	0.00216251513942	0.00412014122118	0.000183157142647	-0.000482474889417	-1.2876331673e-09
72	0.0193092483838	0.0067967509056	0.0613267980397	0.0147860763156	0.000781611403627	0.0393163759192	-0.0220163916928	-0.00765559639756	-0.00209328708408	-0.00363408851904	0.0118366815082	-0.00495321572688	-0.0177294445768	0.00539204621038	0.00257230953324	0.00415896772989	0.00467260375674	-0.00635405467451	-0.00172492807526	0.00557689940753	-0.00114841770334	-0.00812984967517	-0.0110102779614	-0.0073964400542	0.000188976488507	-0.00523365344999	0.00498597152018	0.00720196637244	0.00334447465437	0.00213802666198	0.00623721151423	0.00111317584686	0.00917719311364	-0.00939915408774	-0.0142102607884	-0.00183072754609	-0.00408252917639	-0.00275875914923	0.0144581979114	0.00320442323541	0.00188409885126	0.0066469066773	2.68313708889e-06	0.00373666820344	-0.00179443881534	0.00149777158247	0.00252208885209	-0.00811441926837	-0.00652420989239	0.00407196313438	-0.00293427112884	0.00260351481202	-0.0026581909823	0.00195787728735	-0.00845183856785	-0.0121183827148	0.00424171138693	-0.011666459194	-0.00579935662022	0.00188110742761	-0.000620344942367	5.5942192514e-05	0.00593333887715	0.00349242223177	0.00403548170474	-0.00150859507491	-0.00088209133799	0.00292265999494	-0.00560430097897	-0.000870083710401	0.00360675506335	-0.00183680318103	-0.00155465645895	0.000190788175721	-0.000384537916511	-1.2876331673e-09
73	0.0441464238641	-0.00670411889614	0.0463640661439	0.0168600087321	5.53834292548e-05	0.0347203869361	-0.0385504057723	-0.0108180975491	-0.0090056377463	0.00765027390024	0.00306605155937	-0.00445106517924	0.0040885936508	0.0145541441555	0.0122939208113	-0.000538579342573	0.00529822480879	-0.012101523036	0.00617605950217	-0.0169035982976	-0.00416686497823	-0.00282026559526	-0.0103155012126	0.00124880355163	-0.000444127436628	0.00795192701597	0.00829602657646	0.00511952846355	0.00808746244997	-0.00265954650409	0.00442789548943	0.0217234604265	-0.000546133906953	-0.00163832709197	0.000885763447079	-0.000118481699447	0.0178729100226	-0.00472394066111	0.00487590514794	-0.00501585166918	0.0101155651458	0.00269737083385	-0.00230210507894	0.00885677609686	-0.00402977919531	-0.00534246416402	-0.00928788633773	-0.00815640394439	0.00128125957973	-0.00124855570466	0.00317562452641	-0.00662987875072	0.00881939115165	0.00498006862285	0.00829464106671	-0.0022540145337	-0.000998705052669	0.00490556272364	-0.00240180190211	0.00487896428287	0.00280083988066	0.000560005402812	-0.00141130021989	-0.00101234573926	-0.000265815565014	3.96529052802e-05	0.00339023199518	-0.000151469744695	0.00228375170154	-0.00331906060318	-0.00188615662541	0.00243620652854	-0.00181472666662	0.00132063524441	0.000594023248454	-1.28763316728e-09
74	0.0357446250154	0.0189303407589	0.0215083576475	-0.0163681428401	-0.0236226205737	0.0181010647909	0.0240546708971	0.0211489857079	-0.0141759507487	-0.0252678642306	-0.00348591219306	0.0140898042752	0.0440805707041	-0.000839730875792	-0.00089788021397	-0.0145926828575	0.0154175357982	-0.00758795999552	-0.0344884260969	-0.0245291890568	-0.0144149201473	-0.0213863094431	-0.00330525460636	0.01509417739	0.0173901670666	-0.00471171179672	0.00277079648441	-0.0198038465933	0.00110901024113	0.0100309255619	-0.00214770743108	0.00154769113795	0.000353162275039	-0.0070343076345	0.00129199710033	0.0088368509915	0.0011398019969	0.00011242764178	-0.00245071742601	0.0023709692054	0.00177430997505	0.00251468798198	-0.00238560137825	0.00130613058283	0.00222008683755	-0.000136336742529	0.00463427687924	0.000195035852244	-0.000807355779238	-0.0021947553552	-0.000926109799227	-0.0124127301252	-0.0022605055734	-0.00324533909573	0.00719274428176	0.00147406801138	-0.00155535367103	-0.00160367992522	0.00554690378478	0.000753471190972	0.00315406974355	0.000871155438437	0.000167975794983	-0.000282426154275	0.00168259281453	-0.00137783945501	-0.00162899354095	-0.000236458354345	-0.000737267517114	0.000511959139941	0.00474904325071	-0.00112112654452	-0.000482096131656	-0.000884257140502	-0.000228769770257	-1.2876331673e-09
75	0.0101560246532	0.0123463937581	0.0244336753891	-0.00771883412553	0.0212980565257	0.0216031418304	-0.0152094604859	-0.0137480028514	-0.0182185827936	-0.0109743529999	-0.00108482962791	-0.021793270485	-0.00403372701447	0.0178007726311	-0.00855913221548	0.0203984837548	0.0093600350577	0.00307277160063	-0.000890529682425	-0.00987204085213	0.00144587989102	-0.0105833987634	0.0022374371187	0.0148214646046	-0.0156564128275	0.00181395699509	-0.0157998881309	0.0103272241127	-4.89390600258e-05	0.0108026343753	-0.00631237827147	-0.0104214408502	0.00291503972148	0.0068581815656	0.00184228948091	-0.012595744398	0.00773353686203	0.0136314385125	0.0022711121617	0.00590609324412	0.00693060618444	-0.00468582853831	0.00147297548561	-0.00660991079237	-0.00295572323845	0.00814053635732	0.00750473498149	-0.00735423652763	0.0108017398778	-0.0043091760088	0.0059143040418	-0.000781440469638	-0.00112252151061	0.00197696754116	0.000754210539893	0.0048076099725	0.00307815647344	0.00149315186127	0.000631851713691	0.00431636363795	-0.000485954652026	0.00856675316694	0.00279347781799	0.000718314852965	0.0042312350652	0.00287901306502	-0.000444813417599	0.00218508562928	8.1239757624e-05	0.00156233101415	-0.00115822094233	0.00141453117543	0.000936719018607	-0.00347435927164	-7.28148805202e-05	-1.2876331673e-09
2	0.0581300132029	-0.102735016635	-0.0668835794082	-0.0233032393675	-0.0142286545451	-0.028979505752	0.0202531644121	-0.022483350236	-0.0195856759332	0.0200170350693	0.0454113145919	0.00599755739641	0.00361509717374	0.0177536082072	-0.00613276224267	-0.01219027555	-0.0122515521709	0.00991071256954	-0.0273158509435	-0.00515326323373	0.00292475675216	-0.00851017803146	0.0100573159686	-0.0149767683111	-0.0207332377524	-0.0118265263778	0.00137952600571	-0.0104110643605	-0.0070577838844	-0.00519223537322	0.00857875923596	-0.00302092451175	0.00812353249557	0.0100836338428	-0.00145872799195	0.00473172694663	0.0129794441316	-0.0102424919952	0.0011592390166	0.000351890411495	-0.00525933953888	8.57827869431e-05	-0.0055206082354	-0.00625341356435	-0.00519184700476	0.000555860018201	-0.00261528557175	-0.00843810084519	0.00420986342237	-0.000683367954132	0.000897544059443	0.0053755651201	0.00156225939433	0.00348519325368	-0.000390798053025	-0.00195094334729	-0.00137563506454	-0.00210484561674	-0.000756332278503	-0.00139260144708	0.00116004887209	0.00130913788046	-0.000265715417369	0.00284698733906	-0.00177493436811	0.00241110654736	-0.000321445402407	-0.000304323291899	-0.000852434030333	-0.00206268049132	0.00214710242191	-0.0014209593966	0.000700565662133	-0.000966767352001	0.000463615040557	-1.28763316729e-09
